"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes"
"333.783","016183122","Serial","Language material ; Text","Volume","","","","","","","New Forest National Park Authority [organisation]","Pocket guide to the New Forest National Park","Pocket guide","","","England","Lymington","New Forest National Park Authority","","","volumes, colour illustrations, colour maps, 50 x 35 cm folded to 18 x 10 cm","ZK.9.a.13515","New Forest National Park (England)--Periodicals","Periodical","English",""
"333.7830681","012025102","Monograph","Language material ; Text","Volume","GB8741398","9780901272287","Brodie, Ian O. (Ian Oglethorpe)","1945-","person","","Brodie, Ian O. (Ian Oglethorpe), 1945- [person] ; University of Lancaster, Department of Geography [organisation]","The Lake District Special Planning Board 1974-1986 : some financial aspects","","Department of Geography, University of Lancaster Occasional paper","","England","Lancaster","Department of Geography, University of Lancaster","1987","","90 pages, 30 cm","YC.1987.b.4493","Lake District National Park (England) ; National parks and reserves--England--Cumbria--Finance ; Cumbria--Lake District--National parks--Lake District National Park--Financial management--1974-1986","","English",""
"333.78309411","015632584","Monograph","Language material ; Text","Volume","GBB170423","9781853976278","","","","","Scottish Natural Heritage (Agency) [organisation] ; Cairngorms National Park Authority [organisation]","The special landscape qualities of the Cairngorms National Park","","Commissioned report","number 375 [Commissioned report]","Scotland","Inverness","Scottish Natural Heritage","2010","","iii, 30 pages, colour maps, 30 cm","OPA.2011.x.983","Landscape assessment--Scotland--Cairngorms National Park ; Cairngorms National Park (Scotland)","","English","' (iBids and Project number 648) . Produced in partnership with The Cairngorms National Park Authority.' ; Spiral bound"
"333.783094124","007210362","Serial","Language material ; Text","Volume","GBA524121","","","","","","Cairngorms National Park Authority [organisation]","ParkLife : The Cairngorms National Park newsletter","Cairngorms National Park newsletter ; Park life ; ParkLife (Grantown-on-Spey, Scotland)","","","Scotland","Grantown on Spey","Cairngorms National Park Authority","2003-2012","","volumes, colour illustrations, colour portraits, 60 x 42 cm folded to 30 x 21 cm","ZK.9.b.21330","National parks and reserves--Scotland--Cairngorms--Periodicals ; Cairngorms National Park Authority--Periodicals","Periodical","English",""
"333.783094124","013461171","Monograph","Language material ; Text","Volume","","","","","","","Cairngorms National Park Authority [organisation]","A draft plan for the future : looking to 2030","","","","Scotland","Grantown on Spey","Cairngorms National Park","2006","","76 pages, colour illustrations, colour map, colour portraits, 30 cm","m06/.21244","","","English ; Gaelic","Title from cover"
"333.783094124","013461236","Monograph","Language material ; Text","Volume","","","","","","","Cairngorms National Park Authority [organisation]","State of the park report 2006","","","","Scotland","Grantown on Spey","Cairngorms National Park","2006","","116 pages, colour illustrations, colour portraits, 30 cm","m06/.21245","","","English ; Gaelic","Title from cover"
"333.783094124","013461244","Monograph","Language material ; Text","Volume","","","","","","","Cairngorms National Park Authority [organisation]","A draft plan for the future : strategic environmental assessment : environmental report","","","","Scotland","Grantown on Spey","Cairngorms National Park","2006","","52 pages, maps, 30 cm","m06/.21243","","","English","Title from cover"
"333.783094124","013461259","Monograph","Language material ; Text","Volume","","","","","","","Cairngorms National Park Authority [organisation]","A draft plan for the future : priorities for action 2007-2012","","","","Scotland","Grantown on Spey","Cairngorms National Park","2006","","32 pages, colour illustrations, colour map, colour portraits, 30 cm","m06/.21246","","","English ; Gaelic","Title from cover"
"333.783094124","013461269","Monograph","Language material ; Text","Volume","","","","","","","Cairngorms National Park Authority [organisation]","ViewPoint to the future : up for consultation : the plan for the future of the park","","","","Scotland","Grantown on Spey","Cairngorms National Park","2006","","10 pages, colour illustrations, 30 cm","m06/.21247","","","English","Title from cover"
"333.783094124","013809774","Serial","Language material ; Text","Volume","GBA761172","","Cairngorms National Park Authority","","organisation","","Cairngorms National Park Authority [organisation]","Annual report and accounts","Annual report","","","Scotland","Grantown-on-Spey","Cairngorms National Park Authority","2003-2010","","volumes, illustrations (some colour), colour maps, colour portraits, 30 cm","ZK.9.b.25675","Cairngorms National Park (Scotland)--Periodicals ; Cairngorms National Park Authority--Periodicals","Periodical","English","Additional physical form: Cairngorms National Park Authority. CD-ROM version. Annual report and accounts (CD-ROM) ; Additional physical form: Cairngorms National Park Authority. Continued online. Annual report and accounts (Online) ; Continues: Cairngorms Partnership. Annual report ; Latest issue consulted: 2006/07"
"333.783094124","014671245","Serial","Language material ; Text","Volume","GBA889941","","Cairngorms National Park Authority","","organisation","","Cairngorms National Park Authority [organisation]","Cairngorms National Park plan","","","","Scotland","Grantown-on-Spey","Cairngorms National Park Authority","2007-","","volumes, colour illustrations, 30 cm","ZK.9.b.26177","Cairngorms National Park (Scotland)--Planning--Periodicals","Periodical","English","Continued by: Cairngorms National Park Authority. Cairngorms National Park Partnership plan"
"333.783094124","014930063","Monograph","Language material ; Text","Volume","GBB0A0694","9781906071028","Carter, James","1954-","person","","Cairngorms National Park Authority [organisation] ; Carter, James, 1954- [person]","Sharing the stories of the Cairngorms National Park : a guide to interpreting the area's distinct character and coherent identity","","","","Scotland","Grantown-on-Spey","Cairngorms National Park Authority","2008","","47 pages, illustrations (chiefly colour), colour maps, 30 cm","YK.2010.b.9218","Cairngorms National Park (Scotland)--Recreational use--Case studies ; Outdoor recreation industry--Scotland--Cairngorms--Case studies","","English","Title from cover"
"333.783094124","016037338","Serial","Language material ; Text","Computer disc","GBB219392","","Cairngorms National Park Authority","","organisation","","Cairngorms National Park Authority [organisation]","Annual report and accounts","Annual report and accounts (CD-ROM)","","","Scotland","Grantown-on-Spey","Cairngorms National Park Authority","","","CDs, 4 3/4 in","EC.9.x.972","Cairngorms National Park (Scotland)--Periodicals ; Cairngorms National Park Authority--Periodicals","Periodical","English","Additional physical form: Cairngorms National Park Authority. Continued online only 2011/2012-. Annual report and accounts (Online) ; Additional physical form: Cairngorms National Park Authority. Print version. Annual report and accounts"
"333.783094124","016211573","Serial","Language material ; Text","Online resource","GBB2B5728","","Cairngorms National Park Authority","","organisation","","Cairngorms National Park Authority [organisation]","Annual report and accounts","Annual report and accounts (Online)","","","Scotland","Grantown-on-Spey","Cairngorms National Park Authority","","","","","Cairngorms National Park (Scotland)--Periodicals ; Cairngorms National Park Authority--Periodicals","Periodical","English","Additional physical form: Cairngorms National Park Authority. Print version, -2009/10. Annual report and accounts"
"333.783094124","016279331","Serial","Language material ; Text","Volume","GBB314733","","Cairngorms National Park Authority","","organisation","author","Cairngorms National Park Authority, author [organisation]","Cairngorms National Park Partnership plan : management plans","","","","Scotland","Grantown-on-Spey","Cairngorms National Park Authority","2012-","","illustrations (colour), colour maps, 30 cm","ZK.9.b.31512","Cairngorms National Park (Scotland)--Planning--Periodicals","Periodical","English","Continues: Cairngorms National Park Authority. Cairngorms National Park plan"
