"BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"007657121","Monograph","Language material ; Text","Volume","GB6317937","","Heardman, F.","","person","","Great Britain, Peak Park Planning Board [organisation] ; Heardman, F. [person]","Walks around Edale","","Peak District walking guides","number 1 [Peak District walking guides]","England","Bakewell","Peak Park Planning Board","1963","","7 pages, illustrations, map, 25 x 19 cm folded to 25 x 10 cm","796.510942511","YD.2006.a.5406","Peak District National Park (England)--Guidebooks ; Edale (England)--Description and travel ; Hiking--England--Edale--Guidebooks","Guidebook","English",""
"007676772","Monograph","Language material ; Text","Volume","GB7503806","9780117003361","Barrett, John H. (John Henry)","1913-","person","","Maddox, Ronald [person] ; Titcombe, Harry [person] ; Barrett, John H. (John Henry), 1913- [person]","The Pembrokeshire Coast Path","","Long-distance footpath guide","number 3 [Long-distance footpath guide]","England","London","H.M.S.O. for the Countryside Commission","1974","","1, vi, 119 pages, illustrations (some colour), maps (chiefly colour), 21 cm","914.296204857","5294.202000","Dyfed--Preseli (District)--& South Pembrokeshire (District)--Coastal regions--Long-distance footpaths--Pembrokeshire Coast Path--1970-1979--Walkers' guides ; Pembrokeshire Coast National Park (Wales)--Guidebooks ; Nature trails--Wales--Pembrokeshire Coast National Park--Guidebooks","","English",""
"007676780","Monograph","Language material ; Text","Volume","GB7311971","9780117003484","Miles, Dillwyn","1916-","person","","Miles, Dillwyn, 1916- [person]","Pembrokeshire coast","","National Park guide","number 10 [National Park guide]","England","London","H.M.S.O. for the Countryside Commission","1973","","x, 150, 18 pages, 4 folded leaves, illustrations, maps (1 colour), 22 cm","914.299","","Pembrokeshire (Wales)--Guidebooks ; Pembrokeshire Coast National Park (Wales)--Guidebooks ; Pembrokeshire Coast National Park--Guidebooks","","English","Bibliographyp.141-145. _ Includes index"
"007676781","Monograph","Language material ; Text","Volume","GB7420418","9780117003491","Great Britain, Countryside Commission","","organisation","","Great Britain, Countryside Commission [organisation] ; Vale, Edmund [person] ; Edwards, G. Rhys [person] ; Snowdonia Park Joint Advisory Committee [organisation]","Snowdonia","","National Park guide","number 2 [National Park guide]","England","London","H.M.S.O","1974","2nd edition, edited by G. Rhys Edwards, for the Countryside Commission","ix, 113, 4 pages (4 folded), 2 leaves, leaf of plates, 16 pages of plates, illustrations, colour maps, 22 cm","942.9250857","","National parks--Gwynedd--Snowdonia National Park","","English","'... prepared by the Countryside Commission in collaboration with the Snowdonia Park Joint Advisory Committee under the editorship of G. Rhys Edwards' - title page verso ; Previous edition: / by Edmund Vale. 1958 ; bibliography: p.101-102. _ Includes index"
"007676795","Monograph","Language material ; Text","Volume","GB7118275","9780117004962","Simmons, I. G. (Ian Gordon)","1937-","person","","Simmons, I. G. (Ian Gordon), 1937- [person]","Yorkshire Dales","","National Park guide","numbers 9 [National Park guide]","England","London","H.M.S.Ofor the Countryside Commission","1971","","2, x, 98 pages, 18 plates (2 folded), illustrations, maps (including 2 colour), 22 cm","914.2748","","Yorkshire Dales National Park (England)--Guidebooks ; Yorkshire Dales National Park--Guidebooks","","English",""
"007676796","Monograph","Language material ; Text","Volume","GB7114398","9780117004979","Great Britain, Countryside Commission","","organisation","","Great Britain, Countryside Commission [organisation] ; Monkhouse, Patrick [person]","Peak District","","National Park guide","numbers 3 [National Park guide]","England","London","H.M.S.O","1971","2nd edition, revised for the Countryside Commission","2, x, 85 pages, 16 plates, illustrations, 4 maps (1 colour), 22 cm","914.251","OP-71/COC","Peak District National Park--Guidebooks","","English","'... revised version of the guide edited by Patrick Monkhouse'--t.p. verso ; Previous edition 1961"
"007677119","Monograph","Language material ; Text","Volume","GB7117016","9780117503977","","","","","Great Britain, Department of the Environment [organisation] ; Great Britain, Welsh Office [organisation]","National Parks and Access to the Countryside Act 1949 and the Countryside Act 1968: explanatory memorandum on grants","","","","England","London","H.M.S.O","1971","","24 pages, 25 cm","333.78","","Recreation areas--Great Britain ; Great Britain--Facilities in the countryside--Provision by local authorities--Government incentives--Grants","","English","At head of title: Department of the Environment [and] Welsh Office"
"007692160","Monograph","Language material ; Text","Sheet","GBA401177","","","","","","Snowdonia National Park [organisation]","Llwybr Mawddach","Mawddach trail","","","Wales","Penrhyndeudraeth","Snowdonia National Park","2003","","1 sheet, colour illustrations, colour maps, 42 x 60 cm folded to 21 x 15 cm","","","Mawddach River Estuary (Wales)--Guidebooks ; Trails--Wales--Snowdonia--Guidebooks ; Snowdonia (Wales)--Guidebooks","Guidebook","English ; Welsh","Teitl clawr = Cover title"
"007692402","Monograph","Language material ; Text","Volume","GBA404325","","","","","","Dartmoor Preservation Association [organisation]","Wild and free : fifty years of the Dartmoor National Park","","DPA publication","number 14 [DPA publication]","England","Princetown","Dartmoor Preservation Association","2001","","24 pages, illustrations, 21 cm","333.783160942353","YC.2003.a.22097","Conservation of natural resources--England--Dartmoor--History ; Dartmoor (England)--Description and travel ; Dartmoor National Park (England)--History ; Landscape protection--England--Dartmoor--History","","English",""
"007692493","Monograph","Language material ; Text","Volume","GBA405364","","","","","","Cairngorms National Park Authority [organisation]","Cairngorms estates : a fourth survey of land holdings in the Cairngorms area","","","","Scotland","Grantown-on-Spey","Cairngorms National Park Authority","2003","","15 pages, illustrations, 1 map, 30 cm","","","Land tenure--Scotland--Cairngorms ; Cairngorms (Scotland)--Surveys ; Administration of estates--Scotland--Cairngorms ; Landowners--Scotland--Cairngorms","","English","Cover title"
"007692877","Monograph","Language material ; Text","Volume","GBA409889","","Caingorms National Park Authority","","organisation","","Caingorms National Park Authority [organisation]","Cairngorms National Park Authority planning information","","","","Scotland","Grantown-on-Spey","Cairngorms National Park Authority","2003","","6 pages, colour illustrations, 21 cm","","","National parks and reserves--Scotland--Planning ; Cairngorms National Park Authority--Planning","","English","Cover title"
"007693670","Monograph","Language material ; Text","Sheet","GBA418692","","","","","","Snowdonia National Park [organisation]","Llyn Tegid","","","","Wales","Penrhyndeudraeth","Parc Cenedlaethol Eryri","2003","","1 folded sheet, colour illustrations, colour map, 21 cm","","","Bala Lake (Wales)--Guidebooks","Guidebook","Welsh",""
"007696302","Monograph","Language material ; Text","Volume","GB9143064","","John, Brian Stephen","","person","","Pembrokeshire Coast National Park Authority [organisation] ; John, Brian Stephen [person]","Six circular walks around Newport","","Walk series / Pembrokeshire Coast National Park","","Wales","Haverfordwest","Pembrokeshire Coast National Park","1990","","8 cards, illustrations, 21 cm","","","Trails--Wales--Newport (Dyfed) ; Newport Region (Dyfed)--Description and travel","","English","Cover title"
"007696620","Monograph","Language material ; Text","Volume","GB9153681","","","","","","Pembrokeshire Coast National Park Authority [organisation]","Six circular walks around Saundersfoot","","","","Wales","Haverfordwest","Pembrokeshire Coast National Park","1991","","8 cards, illustrations, maps, 21 cm","","","Trails--Wales--Saundersfoot (Dyfed) ; Saundersfoot (Dyfed)--Description and travel","","English","In plastic wallet"
"007697799","Monograph","Language material ; Text","Volume","GB9208449","","Acid Deposition in Gwynedd (Conference), Maentwrog, Wales","1989","meeting/conference","","Snowdonia National Park [organisation] ; Gritten, R. H. [person] ; Acid Deposition in Gwynedd (Conference), Maentwrog, Wales, 1989 [meeting/conference]","Proceedings of Acid Deposition in Gwynedd conference","","","","Wales","Penrhyndeudraeth","Snowdonia National Park Authority","1991","","219 pages, illustrations, maps, 30 cm","","","Acid deposition--Wales--Gwynedd ; Acid rain--Wales--Gwynedd--Environmental aspects","","English ; Welsh","Conference held at Plas Tan-y-bwlch, Maentwrog, 16th-18th March, 1989"
"007699629","Monograph","Language material ; Text","Volume","GB9235058","9780951924501","Phillips, Derek","1966-","person","","Phillips, Derek, 1966- [person]","Pub walks in the Brecon Beacons National Park","","","","Wales","Cardiff","Kestrel","1992","","32 pages, illustrations, maps, 21 cm","","","Walking--Wales--Brecon Beacons National Park--Guidebooks ; Brecon Beacons National Park (Wales)--Guidebooks","Guidebook","English","Includes index ; Title from cover"
"007705927","Monograph","Language material ; Text","Volume","GB9458571","","Brecon Beacons National Park Committee","","organisation","","Stevens, Meg [person] ; Brecon Beacons National Park Committee [organisation]","Ydych chi wedi cwrdd â Mistar Pigog? = Have you met Mr Spikey?","","","","Wales","Brecon","Brecon Beacons National Park","1993","","14 pages, illustrations, 15 cm","","","Litter (Trash)--Wales","","English ; Welsh",""
