"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"Core Statutes on Contract, Tort & Restitution 2017-18","","018874158","Monograph","Language material ; Text","Online resource","GBB8A7588","9781352000542","Stephenson, Graham","","person","author","Stephenson, Graham, author [person]","Palgrave Core Statutes","","England ; United Kingdom","London","Palgrave","2017","2nd","1 online resource","340","ELD.DS.286150","Law--Contracts ; Contract law","","English","Commercial Debts (Interest) Act 1998.- Contracts (Rights of Third Parties) Act 1999.- Countryside and Rights of Way Act 2000.- Postal Services Act 2000.- Powers of Criminal Courts (Sentencing) Act 2000.- Police Reform Act 2002.- Criminal Justice Act 2003.- Health and Social Care (Community Health and Standards) Act 2003.- Gambling Act 2005.- Mental Capacity Act 2005.- Companies Act 2006.- Compensation Act 2006.- Legal Services Act 2007.- Banking Act 2009.- Third Parties (Rights against Insurers) Act 2010.- Equality Act 2010.- Damages (Scotland) Act 2011.- Defamation Act 2013.- Consumer Rights Act 2015.- part II STATUTORY INSTRUMENTS.- Package Travel ; Designs and Patents Act 1988.- Housing Act 1988.- Road Traffic Act 1988.- Road Traffic (Consequential Provisions) Act 1988.- Employment Act 1989.- Law of Property (Miscellaneous Provisions) Act 1989.- Broadcasting Act 1990.- Contracts (Applicable Law) Act 1990.- Courts and Legal Services Act 1990.- Water Industry Act 1991.- Water Resources Act 1991.- Access to Neighbouring Land Act 1992.- Trade Union and Labour Relations (Consolidation) Act 1992.- Railways Act 1993.- Criminal Justice and Public Order Act 1994.- Criminal Injuries Compensation Act 1995.- Requirements of Writing (Scotland) Act 1995.- Broadcasting Act 1996.- Damages Act 1996.- Defamation Act 1996.- Education Act 1996.- Police Act 1996.- Contract (Scotland) Act 1997.- Protection from Harassment Act 1997.- Social Security (Recovery of Benefits) Act 1997.- Human Rights Act 1998.- Late Payment of"
"Core Statutes on Contract, Tort & Restitution 2018-19","","019053198","Monograph","Language material ; Text","Online resource","","9781352003390","Stephenson, Graham","","person","author","Stephenson, Graham, author [person]","Palgrave Core Statutes","","England ; United Kingdom","London","Red Globe Press","2018","Third edition","1 online resource (320 pages)","","ELD.DS.328709","Law--Torts ; Law--Contracts ; Contract law ; Torts / Delicts","","English",""
"Core paths plan 2010","","016003063","Monograph","Cartographic image ; Cartographic material ; Text","Volume","GBB322071","9780955004964","","","","","Loch Lomond and the Trossachs National Park Authority [organisation]","","","Scotland","Balloch","Loch Lomond ; Trossachs National Park Authority","2010","","122 pages, colour maps, 30 cm","912.414","Maps.2017.a.386","Loch Lomond and the Trossachs National Park (Scotland)--Planning ; Right of way--Scotland--Loch Lomond and the Trossachs National Park ; Trails--Scotland--Loch Lomond and the Trossachs National Park","","English","Includes index and legend for deposited core paths maps (1:220,000) ; Location map on inside front cover reproduced by permission of OS on behalf of HMSO ; Relief shown by contours, shading and spot heights ; Title from cover"
"Core statutes on contract, tort & restitution 2015-16","","018887493","Monograph","Language material ; Text","Online resource","GBB8E3358","9781137544773","Stephenson, Graham","1947-","person","author","Stephenson, Graham, 1947-, author [person]","Palgrave core statutes","","England ; United Kingdom","London","Palgrave","2017","","1 online resource (312 pages)","346.4202","ELD.DS.288409","Civil codes / Civil law ; Torts--Wales ; Contracts--Wales ; Restitution--Wales ; Restitution--England ; Law ; Law--Civil Law ; Contracts--England ; Torts--England","","English",""
"Core statutes on contract, tort & restitution 2016-17","","018382410","Monograph","Language material ; Text","Online resource","GBC184543","9781137606983","Stephenson, Graham","1947-","person","author","Stephenson, Graham, 1947-, author [person]","Palgrave core statutes","","England ; United Kingdom","Basingstoke","Palgrave Macmillan","2016","","1 online resource (308 pages)","346.4202","ELD.DS.146616","Torts--Wales ; Contracts--Wales ; Restitution--Wales ; Restitution--England ; Contracts--England ; Torts--England","","English",""
"Core statutes on contract, tort & restitution 2016-17","","018887488","Monograph","Language material ; Text","Online resource","GBB8E3356","9781137606990","Stephenson, Graham","1947-","person","author","Stephenson, Graham, 1947-, author [person]","Palgrave core statutes","","England ; United Kingdom","London","Palgrave","2017","","1 online resource (308 pages)","346.4202","ELD.DS.288404","Torts--Wales ; Contracts--Wales ; Restitution--Wales ; Law--General ; Restitution--England ; Contracts--England ; Torts--England","","English",""
"Core statutes on contract, tort & restitution","Core statutes on contract, tort and restitution","017819068","Monograph","Language material ; Text","Online resource","GBB7E3574","9781137544834","Stephenson, Graham","1947-","person","author","Stephenson, Graham, 1947-, author [person]","Palgrave core statutes","","England","London","Palgrave","2015","2015,2016th edition","1 online resource","346.4202","ELD.DS.57387","Torts--Wales ; Contracts--Wales ; Restitution--Wales ; Restitution--England ; Law ; Contracts--England ; Torts / Delicts ; Legislation ; Torts--England","","English","Includes index"
"Core statutes on contract, tort and restitution","Core statutes on contract, tort & restitution","017819068","Monograph","Language material ; Text","Online resource","GBB7E3574","9781137544834","Stephenson, Graham","1947-","person","author","Stephenson, Graham, 1947-, author [person]","Palgrave core statutes","","England","London","Palgrave","2015","2015,2016th edition","1 online resource","346.4202","ELD.DS.57387","Torts--Wales ; Contracts--Wales ; Restitution--Wales ; Restitution--England ; Law ; Contracts--England ; Torts / Delicts ; Legislation ; Torts--England","","English","Includes index"
"Corporate plan","","015382256","Serial","Language material ; Text","Volume","GBA995994","","New Forest National Park Authority","","organisation","","New Forest National Park Authority [organisation]","","","England","Lymington","New Forest National Park Authority","2006-2010","","volumes, illustrations (some colour), 21 x 31 cm","333.783094227505","ZK.9.d.3910","New Forest National Park Authority--Planning--Periodicals ; New Forest (England : Forest)--Periodicals","Periodical","English","First issue covers 2006/2007 and 2007/2008"
"Corporate strategy","Our corporate strategy","019674797","Serial","Language material ; Text","Online resource","GBC008144","","Peak District National Park Authority","","organisation","author","Peak District National Park Authority, author [organisation]","","","England","Bakewell","Peak District National Park","","","illustrations (colour)","333.78310942511","","Peak District National Park Authority--Planning--Periodicals ; Peak District National Park (England)--Periodicals","Periodical","English",""
"Country walking","Complete guide to the Peak District : from gentle valleys to thrilling ridges : discover the greatest walks in Britain's favourite national park ; The complete guide to the Peak District","017702204","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB770971","","Hallissey, Nick","","person","author ; editor","Procter, Guy, editor [person] ; Hallissey, Nick, author ; editor [person] ; Walters, Jenny, author ; journalist [person] ; Manning, Jonathan, 1969-, author [person] ; Great Britain, Ordnance Survey [organisation]","","","England","Peterborough","Bauer Consumer Media","2015","New 2016 walking guide","97 pages, chiefly colour illustrations, colour maps, 30 cm","796.510942511","YK.2017.b.315","Walking--England--Peak District National Park--Guidebooks ; Peak District National Park (England)--Guidebooks","Guidebook","English","'ISSN 2057-7524.' ; 'In association with Ordnance Survey'--Cover ; 'Includes 40 step-by-step walks with OS maps'--Cover ; 'Published by Country walking.'"
"Countryside dog walks : Peak District - North, Dark Peak area : 20 graded walks with no stiles for your dogs : easy to follow guides and maps","Countryside dog walks. Peak District - North, Dark Peak area ; Peak District - North, Dark Peak area","016547413","Monograph","Language material ; Still image ; Text","Volume","GBB3A5801","9780957372252","Neudorfer, Seddon","","person","author","Neudorfer, Seddon, author [person]","","","Wales","Graigfechan, Denbighshire","Wet Nose Publishing","2013","","90 pages, colour illustrations, colour maps, 21 cm","796.510942511","YKL.2014.a.854","Peak District National Park (England)--Guidebooks ; Dog walking--England--Peak District National Park--Guidebooks","Guidebook","English",""
"Countryside dog walks : Peak District - South, White Peak area : 20 graded walks with no stiles for your dogs : easy to follow guides and maps","Countryside dog walks. Peak District - South, White Peak area ; Peak District - South, White Peak area","016547414","Monograph","Language material ; Still image ; Text","Volume","GBB3A5802","9780957372269","Neudorfer, Seddon","","person","author","Neudorfer, Seddon, author [person]","","","Wales","Graigfechan, Denbighshire","Wet Nose Publishing","2013","","90 pages, colour illustrations, colour maps, 21 cm","796.510942511","YKL.2014.a.852","Peak District National Park (England)--Guidebooks ; Dog walking--England--Peak District National Park--Guidebooks","Guidebook","English",""
"Countryside dog walks. Peak District - North, Dark Peak area","Countryside dog walks : Peak District - North, Dark Peak area : 20 graded walks with no stiles for your dogs : easy to follow guides and maps ; Peak District - North, Dark Peak area","016547413","Monograph","Language material ; Still image ; Text","Volume","GBB3A5801","9780957372252","Neudorfer, Seddon","","person","author","Neudorfer, Seddon, author [person]","","","Wales","Graigfechan, Denbighshire","Wet Nose Publishing","2013","","90 pages, colour illustrations, colour maps, 21 cm","796.510942511","YKL.2014.a.854","Peak District National Park (England)--Guidebooks ; Dog walking--England--Peak District National Park--Guidebooks","Guidebook","English",""
"Countryside dog walks. Peak District - South, White Peak area","Countryside dog walks : Peak District - South, White Peak area : 20 graded walks with no stiles for your dogs : easy to follow guides and maps ; Peak District - South, White Peak area","016547414","Monograph","Language material ; Still image ; Text","Volume","GBB3A5802","9780957372269","Neudorfer, Seddon","","person","author","Neudorfer, Seddon, author [person]","","","Wales","Graigfechan, Denbighshire","Wet Nose Publishing","2013","","90 pages, colour illustrations, colour maps, 21 cm","796.510942511","YKL.2014.a.852","Peak District National Park (England)--Guidebooks ; Dog walking--England--Peak District National Park--Guidebooks","Guidebook","English",""
"Countryside dog walks. South Downs - West Hampshire","South Downs - West Hampshire","017738514","Monograph","Language material ; Still image ; Text","Volume","GBB621582","9780993192302","Neudorfer, Seddon","","person","author","Neudorfer, Seddon, author [person]","","","Wales","Graigfechan","Wet Nose Publishing","2015","","1 volume, colour illustrations, 21 cm","796.51094226","","South Downs National Park (England)--Guidebooks ; Dog walking--England--South Downs National Park--Guidebooks","Guidebook","English",""
"Countryside interpretation in the North York Moors National Park : a soci-psychological study","","008471685","Monograph","Language material ; Text","Online resource","","","Prince, D. R","","person","","Prince, D. R [person]","","","","","University of Hull","1980","","","150 ; 790 ; 796 ; 910","280210","Sport & Recreation ; Sports ; Tourism ; Psychology","","English",""
